Хичээлийн_харьяалах_нэгж_дугаар,Хичээлийн_харьяалах_нэгж,Хичээлийн_дугаар,Хичээлийн_нэр,Дүн,Үсгэн_дүн,Үсгэн_дүн_тоо
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,16b88c4db6ea7cb431e96c118b97939a,Ахисан дунд шатны франц хэлний ярих сонсох дадал,C,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,16b88c4db6ea7cb431e96c118b97939a,Ахисан дунд шатны франц хэлний ярих сонсох дадал,D,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,16b88c4db6ea7cb431e96c118b97939a,Ахисан дунд шатны франц хэлний ярих сонсох дадал,D,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,16b88c4db6ea7cb431e96c118b97939a,Ахисан дунд шатны франц хэлний ярих сонсох дадал,F,G,5
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,16b88c4db6ea7cb431e96c118b97939a,Ахисан дунд шатны франц хэлний ярих сонсох дадал,F,I,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,561f4e83fce053679ab5bbc45e64d9e8,Бүс нутаг судлал,A,G,16
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,561f4e83fce053679ab5bbc45e64d9e8,Бүс нутаг судлал,A+,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,561f4e83fce053679ab5bbc45e64d9e8,Бүс нутаг судлал,B,G,5
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,561f4e83fce053679ab5bbc45e64d9e8,Бүс нутаг судлал,B,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,561f4e83fce053679ab5bbc45e64d9e8,Бүс нутаг судлал,B+,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,561f4e83fce053679ab5bbc45e64d9e8,Бүс нутаг судлал,F,CA,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,561f4e83fce053679ab5bbc45e64d9e8,Бүс нутаг судлал,F,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",A,G,46
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",A+,G,31
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",B,G,16
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",B,G,13
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",B+,G,13
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",C,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",C,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",C+,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",D,I,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",D,I,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",F,I,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",F,W,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",F,WF,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,50cc05e177edb32b901f73027613ad8a,"Гадаад хэл, соёл судлалын удиртгал",F,G,8
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,b7e898084c1ec0616b4b2f0cf14a758b,"Гадаад хэлээрх эх сурвалж, хэрэглэгдэхүүн судлал",A,G,5
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,A,G,12
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,A+,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,B,G,7
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,B,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,B+,G,8
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,C,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,C,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,C+,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,D,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,D,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,F,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,116d8362b4a0cb1b2841546f750df69f,Герман хэл 1,F,W,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),A,G,21
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),A+,G,17
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),B,G,20
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),B,G,8
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),B+,G,19
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),C,G,5
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),C,G,10
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),C+,G,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),D,G,8
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),D,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),F,G,15
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),F,I,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),F,W,12
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),F,WF,13
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,71416c0cccf03457e0b1ad83059a9e68,Герман хэл 1 (Ерөнхий суурь),F,CA,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,A,G,7
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,A+,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,B,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,B,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,B+,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,C,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,C,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,D,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,F,W,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,ec89424d083c1e5564c57a7c904aba2e,Герман хэл-1,F,WF,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,A,G,12
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,A+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,B,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,B,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,C,G,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,C,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,D,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,D,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,D,R,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,82a369e4e17ee73110ac938b682384f0,Герман хэл-3,F,WF,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,A,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,B,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,B,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,C,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,C,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,C+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,D,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,D,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,F,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,45af559f3798063d200ffcd455f90e5f,Герман хэлний аман болон бичгийн орчуулгын арга зүй ,F,I,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,822e5a4c9294866332d5cc0a328596d5,Герман хэлний нийгэм соёлын хам сэдвийн орчуулга ,A,G,5
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,822e5a4c9294866332d5cc0a328596d5,Герман хэлний нийгэм соёлын хам сэдвийн орчуулга ,A+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,822e5a4c9294866332d5cc0a328596d5,Герман хэлний нийгэм соёлын хам сэдвийн орчуулга ,B,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,822e5a4c9294866332d5cc0a328596d5,Герман хэлний нийгэм соёлын хам сэдвийн орчуулга ,B,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,822e5a4c9294866332d5cc0a328596d5,Герман хэлний нийгэм соёлын хам сэдвийн орчуулга ,B+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,822e5a4c9294866332d5cc0a328596d5,Герман хэлний нийгэм соёлын хам сэдвийн орчуулга ,C,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,822e5a4c9294866332d5cc0a328596d5,Герман хэлний нийгэм соёлын хам сэдвийн орчуулга ,C,G,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,822e5a4c9294866332d5cc0a328596d5,Герман хэлний нийгэм соёлын хам сэдвийн орчуулга ,F,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,9c68bf8965e0692b91ef2f048cea8378,Герман хэлний орчуулгын найруулга зүй ,A,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,9c68bf8965e0692b91ef2f048cea8378,Герман хэлний орчуулгын найруулга зүй ,A+,G,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,8a1f74ea8d333ac37a9fe795aa4183e2,Герман хэлний хэлмэрчлэхүйн дадлага I,A,G,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,8a1f74ea8d333ac37a9fe795aa4183e2,Герман хэлний хэлмэрчлэхүйн дадлага I,B,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,8a1f74ea8d333ac37a9fe795aa4183e2,Герман хэлний хэлмэрчлэхүйн дадлага I,B,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,8a1f74ea8d333ac37a9fe795aa4183e2,Герман хэлний хэлмэрчлэхүйн дадлага I,B+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,8a1f74ea8d333ac37a9fe795aa4183e2,Герман хэлний хэлмэрчлэхүйн дадлага I,C,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1d38dd921e15520709f86320185c5e1d,Германы түүх,A,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1d38dd921e15520709f86320185c5e1d,Германы түүх,A+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1d38dd921e15520709f86320185c5e1d,Германы түүх,B,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1d38dd921e15520709f86320185c5e1d,Германы түүх,B+,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1d38dd921e15520709f86320185c5e1d,Германы түүх,C,G,5
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1d38dd921e15520709f86320185c5e1d,Германы түүх,C,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1d38dd921e15520709f86320185c5e1d,Германы түүх,D,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1d38dd921e15520709f86320185c5e1d,Германы түүх,F,W,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,37bf8bb245c5ae952fb107153f18958f,Германы уран зохиол,B,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,37bf8bb245c5ae952fb107153f18958f,Германы уран зохиол,B,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,37bf8bb245c5ae952fb107153f18958f,Германы уран зохиол,C,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,37bf8bb245c5ae952fb107153f18958f,Германы уран зохиол,D,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,37bf8bb245c5ae952fb107153f18958f,Германы уран зохиол,F,I,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,89f927c72c9114c5c36b7fdb2d1198a8,Дунд шатны герман хэлний унших бичих II,A,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,89f927c72c9114c5c36b7fdb2d1198a8,Дунд шатны герман хэлний унших бичих II,B,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,89f927c72c9114c5c36b7fdb2d1198a8,Дунд шатны герман хэлний унших бичих II,B,G,7
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,89f927c72c9114c5c36b7fdb2d1198a8,Дунд шатны герман хэлний унших бичих II,C,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,89f927c72c9114c5c36b7fdb2d1198a8,Дунд шатны герман хэлний унших бичих II,C,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,89f927c72c9114c5c36b7fdb2d1198a8,Дунд шатны герман хэлний унших бичих II,D,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,89f927c72c9114c5c36b7fdb2d1198a8,Дунд шатны герман хэлний унших бичих II,F,WF,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,A,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,B,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,B,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,B+,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,C,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,C,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,C+,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,D,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,D,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,423e44c6ee3fc6678aefa0f854160482,Дунд шатны герман хэлний ярих сонсох II,F,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,b47b84be1e32ada197b34168a7c88052,Дээд шатны орос хэлний бичгийн хэл,F,NR,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,9800d02812911707fe048d72a9bef32a,Дээд шатны орос хэлний ярианы хэл,F,NR,5
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),A,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),A+,G,7
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),B,G,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),B,G,4
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),B+,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),C+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),F,G,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),F,I,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),F,W,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,f0a2c0f5474cbe314b3682c9325dc4f4,Испани хэл (Ерөнхий суурь),F,CA,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,b9c6d7331e1ebb7ffb3ddeedd918edc1,"Испанийн нийгэм, соёл",D,I,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,b9c6d7331e1ebb7ffb3ddeedd918edc1,"Испанийн нийгэм, соёл",D,I,3
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,b9c6d7331e1ebb7ffb3ddeedd918edc1,"Испанийн нийгэм, соёл",F,I,7
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,960b52ba79d5328f457eba4bf3716ce0,Итали хэл 1 (Ерөнхий суурь),A,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,960b52ba79d5328f457eba4bf3716ce0,Итали хэл 1 (Ерөнхий суурь),A+,G,14
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,960b52ba79d5328f457eba4bf3716ce0,Итали хэл 1 (Ерөнхий суурь),B,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,960b52ba79d5328f457eba4bf3716ce0,Итали хэл 1 (Ерөнхий суурь),B,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,960b52ba79d5328f457eba4bf3716ce0,Итали хэл 1 (Ерөнхий суурь),F,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,fd9b2922227b0e2c04bd217bd36844e5,"Италийн нийгэм, соёл",A+,G,10
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,d27227ea1cb4f70307e915483aca3228,Их Британийн соёлын түүх,A+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1e63c54b315e95a1dc1d01d4dfc6e272,Мажар хэл-1,A,G,7
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1e63c54b315e95a1dc1d01d4dfc6e272,Мажар хэл-1,B,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1e63c54b315e95a1dc1d01d4dfc6e272,Мажар хэл-1,B,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1e63c54b315e95a1dc1d01d4dfc6e272,Мажар хэл-1,B+,G,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1e63c54b315e95a1dc1d01d4dfc6e272,Мажар хэл-1,C,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1e63c54b315e95a1dc1d01d4dfc6e272,Мажар хэл-1,C,G,2
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1e63c54b315e95a1dc1d01d4dfc6e272,Мажар хэл-1,C+,G,6
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1e63c54b315e95a1dc1d01d4dfc6e272,Мажар хэл-1,D,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,1e63c54b315e95a1dc1d01d4dfc6e272,Мажар хэл-1,D,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,9a1e6dff7dbc2da64a3577c8b9a24854,Монгол дахь гадаад улс судлал,A,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,9a1e6dff7dbc2da64a3577c8b9a24854,Монгол дахь гадаад улс судлал,A+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,9a1e6dff7dbc2da64a3577c8b9a24854,Монгол дахь гадаад улс судлал,F,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,9c9fd5e2abffc80d2d3299f8d969e570,Олон улс судлал дахь соёл иргэншлийн асуудал,A,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,79525d41efbf16d3363c138f713d2417,Олон Улс Судлалын тулгамдсан асуудал,A+,G,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,79525d41efbf16d3363c138f713d2417,Олон Улс Судлалын тулгамдсан асуудал,F,I,1
2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,d484a3fde40e65e19c2799b9b529c82e,Орос орон судлал,F,NR,7
