Хичээлийн_харьяалах_нэгж_дугаар,Хичээлийн_харьяалах_нэгж,Хичээлийн_дугаар,Хичээлийн_нэр,Дүн,Үсгэн_дүн,Үсгэн_дүн_тоо
cb260ca188c66fac4eafe115032089c1,Математикийн тэнхим,739117deec7f647e04e63e9c00e37a3a,Элементар логик ба математик хандлага (Ерөнхий суурь),B,G,3
cb260ca188c66fac4eafe115032089c1,Математикийн тэнхим,739117deec7f647e04e63e9c00e37a3a,Элементар логик ба математик хандлага (Ерөнхий суурь),C,G,4
cb260ca188c66fac4eafe115032089c1,Математикийн тэнхим,739117deec7f647e04e63e9c00e37a3a,Элементар логик ба математик хандлага (Ерөнхий суурь),C,G,4
cb260ca188c66fac4eafe115032089c1,Математикийн тэнхим,739117deec7f647e04e63e9c00e37a3a,Элементар логик ба математик хандлага (Ерөнхий суурь),D,G,4
cb260ca188c66fac4eafe115032089c1,Математикийн тэнхим,739117deec7f647e04e63e9c00e37a3a,Элементар логик ба математик хандлага (Ерөнхий суурь),D,G,3
cb260ca188c66fac4eafe115032089c1,Математикийн тэнхим,739117deec7f647e04e63e9c00e37a3a,Элементар логик ба математик хандлага (Ерөнхий суурь),F,G,6
cb260ca188c66fac4eafe115032089c1,Математикийн тэнхим,739117deec7f647e04e63e9c00e37a3a,Элементар логик ба математик хандлага (Ерөнхий суурь),F,W,15
cb260ca188c66fac4eafe115032089c1,Математикийн тэнхим,739117deec7f647e04e63e9c00e37a3a,Элементар логик ба математик хандлага (Ерөнхий суурь),F,WF,20
cb260ca188c66fac4eafe115032089c1,Математикийн тэнхим,739117deec7f647e04e63e9c00e37a3a,Элементар логик ба математик хандлага (Ерөнхий суурь),F,CA,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ffa55e61e1dc6fbc5e6f1047a2060859,Антрепренёрын сэтгэлгээ,A,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ffa55e61e1dc6fbc5e6f1047a2060859,Антрепренёрын сэтгэлгээ,A+,G,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ffa55e61e1dc6fbc5e6f1047a2060859,Антрепренёрын сэтгэлгээ,B,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ffa55e61e1dc6fbc5e6f1047a2060859,Антрепренёрын сэтгэлгээ,B,G,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ffa55e61e1dc6fbc5e6f1047a2060859,Антрепренёрын сэтгэлгээ,B+,G,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ffa55e61e1dc6fbc5e6f1047a2060859,Антрепренёрын сэтгэлгээ,C,G,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ffa55e61e1dc6fbc5e6f1047a2060859,Антрепренёрын сэтгэлгээ,C+,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ffa55e61e1dc6fbc5e6f1047a2060859,Антрепренёрын сэтгэлгээ,F,WF,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,A,G,24
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,A+,G,165
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,B,G,18
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,B,G,24
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,B+,G,16
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,C,G,7
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,C,G,11
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,C+,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,D,G,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,D,G,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,F,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,F,I,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,6f2fda2e822df3f025822264e1d01e77,Байгууллагын зан төлөв,F,WF,14
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fdccddea8522e14b9d8a41551d9256fa,Байгууллагын зан төлөв*      ,A,G,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fdccddea8522e14b9d8a41551d9256fa,Байгууллагын зан төлөв*      ,A+,G,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fdccddea8522e14b9d8a41551d9256fa,Байгууллагын зан төлөв*      ,C,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fdccddea8522e14b9d8a41551d9256fa,Байгууллагын зан төлөв*      ,C,I,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fdccddea8522e14b9d8a41551d9256fa,Байгууллагын зан төлөв*      ,C+,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,8b9322a8dde2e93f4cf2a9a2035e10bc,Байгууллагын өөрчлөлт ба инновацийн менежмент,A,G,16
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,8b9322a8dde2e93f4cf2a9a2035e10bc,Байгууллагын өөрчлөлт ба инновацийн менежмент,A+,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,8b9322a8dde2e93f4cf2a9a2035e10bc,Байгууллагын өөрчлөлт ба инновацийн менежмент,B,G,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,8b9322a8dde2e93f4cf2a9a2035e10bc,Байгууллагын өөрчлөлт ба инновацийн менежмент,B,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,8b9322a8dde2e93f4cf2a9a2035e10bc,Байгууллагын өөрчлөлт ба инновацийн менежмент,B+,G,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),A,G,43
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),A+,G,27
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),B,G,44
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),B,G,51
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),B+,G,23
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),C,G,33
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),C,G,31
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),C+,G,24
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),D,I,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),D,G,16
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),D,G,13
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),F,G,23
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),F,I,10
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),F,W,19
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),F,WF,28
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ae7d9dc853482ef5146fb11f73f93b0b,Бизнес ба нийгэм (Ерөнхий суурь),F,CA,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,A,G,35
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,A+,G,14
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,B,G,17
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,B,G,20
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,B+,G,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,C,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,C,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,C+,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,D,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,D,G,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,F,I,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,25607716f949b4cfd9254853c997c507,Бизнес төлөвлөлт,F,W,9
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,A,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,A+,G,7
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,B,G,22
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,B,G,29
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,B+,G,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,C,G,17
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,C,G,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,C+,G,16
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,D,G,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,D,G,7
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,5cc9ab68594aa0ea6bf2f0ecc3977c44,Бизнесийн харилцаа,F,W,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,A,G,11
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,A+,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,B,G,21
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,B,G,34
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,B+,G,9
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,C,G,10
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,C,G,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,C+,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,D,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,D,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,D,I,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,F,I,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,F,W,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,F,WF,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,2d9a3e519c394e52e45c7dab97557ccc,Бизнесийн харилцаа ба менежерийн ур чадвар,F,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,a1e4a9d047858b87c17707c0c4e91657,Гүйцэтгэлийн менежмент,A+,G,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,a1e4a9d047858b87c17707c0c4e91657,Гүйцэтгэлийн менежмент,B,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,a1e4a9d047858b87c17707c0c4e91657,Гүйцэтгэлийн менежмент,B,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fc980938978e9f85d16d3bc30af6efce,Зочид буудлын менежмент,A,G,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fc980938978e9f85d16d3bc30af6efce,Зочид буудлын менежмент,B,G,10
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fc980938978e9f85d16d3bc30af6efce,Зочид буудлын менежмент,B,G,11
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fc980938978e9f85d16d3bc30af6efce,Зочид буудлын менежмент,B+,G,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fc980938978e9f85d16d3bc30af6efce,Зочид буудлын менежмент,C,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fc980938978e9f85d16d3bc30af6efce,Зочид буудлын менежмент,C+,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,fc980938978e9f85d16d3bc30af6efce,Зочид буудлын менежмент,F,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e2b55042866db16f336e911d6e05a45b,Корпорацийн стратегийн менежмент,A,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e2b55042866db16f336e911d6e05a45b,Корпорацийн стратегийн менежмент,A+,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e2b55042866db16f336e911d6e05a45b,Корпорацийн стратегийн менежмент,B,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,A,G,70
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,A+,G,36
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,B,G,77
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,B,G,61
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,B+,G,45
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,C,G,39
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,C,G,37
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,C+,G,26
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,D,G,25
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,D,G,24
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,D,I,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,F,I,13
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,F,NR,7
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,F,W,15
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,F,WF,46
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,F,G,13
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс,F,CA,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,A,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,A+,G,12
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,B,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,B,G,12
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,B+,G,7
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,C,G,13
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,C,G,20
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,C,I,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,C+,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,D,G,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,D,G,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,F,I,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,3f5a51db5c7936950261ef1da3b25202,Мэдлэгийн менежмент,F,WF,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",A,G,15
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",A+,G,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",B,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",B,G,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",B+,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",C,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",C+,G,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",D,I,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",F,I,3
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c02b1e8c39e84057c1a17d0eea9c8bba,"Стратегийн төлөвлөлт, хяналт",F,WF,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,b678b443a0d40136143d792a9325d8af,Стратегийн түвшний шийдвэр гаргалт,A,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,b678b443a0d40136143d792a9325d8af,Стратегийн түвшний шийдвэр гаргалт,B,G,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,b678b443a0d40136143d792a9325d8af,Стратегийн түвшний шийдвэр гаргалт,B+,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,b678b443a0d40136143d792a9325d8af,Стратегийн түвшний шийдвэр гаргалт,C+,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,b678b443a0d40136143d792a9325d8af,Стратегийн түвшний шийдвэр гаргалт,F,I,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,cfe04034c4af619cfabd5f2c785131d2,Талант менежмент,A,G,23
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,b05a122ddef15ca76477c4edbc885d2c,Талант менежмент,A,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,cfe04034c4af619cfabd5f2c785131d2,Талант менежмент,A+,G,10
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,cfe04034c4af619cfabd5f2c785131d2,Талант менежмент,B,G,10
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,cfe04034c4af619cfabd5f2c785131d2,Талант менежмент,B,G,5
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,b05a122ddef15ca76477c4edbc885d2c,Талант менежмент,B,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,b05a122ddef15ca76477c4edbc885d2c,Талант менежмент,B+,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,cfe04034c4af619cfabd5f2c785131d2,Талант менежмент,B+,G,15
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,cfe04034c4af619cfabd5f2c785131d2,Талант менежмент,D,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,cfe04034c4af619cfabd5f2c785131d2,Талант менежмент,F,W,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ea5def399cab671b4c7c1a95e4a4747f,"Төслийн төлөвлөлт, хяналтын арга зүй",A,G,6
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ea5def399cab671b4c7c1a95e4a4747f,"Төслийн төлөвлөлт, хяналтын арга зүй",A+,G,15
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ea5def399cab671b4c7c1a95e4a4747f,"Төслийн төлөвлөлт, хяналтын арга зүй",B,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ea5def399cab671b4c7c1a95e4a4747f,"Төслийн төлөвлөлт, хяналтын арга зүй",B,G,4
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ea5def399cab671b4c7c1a95e4a4747f,"Төслийн төлөвлөлт, хяналтын арга зүй",B+,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ea5def399cab671b4c7c1a95e4a4747f,"Төслийн төлөвлөлт, хяналтын арга зүй",C,G,2
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,ea5def399cab671b4c7c1a95e4a4747f,"Төслийн төлөвлөлт, хяналтын арга зүй",F,WF,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c79bb048121bbc1d20d79c6b83ef17b5,Үйл ажиллагааны менежмент*         ,A+,G,1
ed1f0795c22f0e18ac0028e84c22e619,Менежментийн тэнхим,c79bb048121bbc1d20d79c6b83ef17b5,Үйл ажиллагааны менежмент*         ,C,I,7
